verification_id,date,campaign_key,placement_key,segment_key,measured_impressions,risky_impressions,blocked_impressions
12416,2025-07-28,104,304,902,21659,887,397
12417,2025-07-29,103,305,901,61870,2236,867
12418,2025-07-29,103,305,901,63939,2745,987
12419,2025-07-29,103,305,905,65663,755,521
12420,2025-07-29,105,303,901,64971,2475,1533
12421,2025-07-29,105,303,904,61205,874,524
12422,2025-07-29,105,303,905,70222,2424,1441
12423,2025-07-29,101,301,903,38198,1177,701
12424,2025-07-29,101,301,903,39632,721,391
12425,2025-07-29,103,305,903,47947,610,253
12426,2025-07-29,104,306,903,82493,2872,1210
12427,2025-07-29,104,306,904,78214,1817,618
12428,2025-07-29,104,306,904,86155,2225,1222
12429,2025-07-29,102,303,904,23162,791,416
12430,2025-07-29,102,303,904,25555,958,362
12431,2025-07-29,101,305,901,23098,786,535
12432,2025-07-29,101,305,905,23324,524,359
12433,2025-07-29,101,305,905,22167,844,440
12434,2025-07-29,105,301,905,81316,1392,675
12435,2025-07-29,105,301,905,78478,1266,454
12436,2025-07-29,104,302,904,64719,1142,559
12437,2025-07-29,105,303,904,39659,870,378
12438,2025-07-29,102,303,905,61310,1467,1002
12439,2025-07-29,102,303,905,66656,2672,1277
12440,2025-07-29,102,303,904,60629,2998,2009
12441,2025-07-29,105,306,901,21089,681,376
12442,2025-07-29,105,306,901,18394,815,563
12443,2025-07-29,103,304,904,86431,2219,1142
12444,2025-07-29,103,304,903,90270,1576,586
12445,2025-07-29,103,301,903,84969,2418,1452
12446,2025-07-29,103,301,904,72177,1883,655
12447,2025-07-29,103,301,901,73963,1888,720
12448,2025-07-29,102,305,902,21231,664,343
12449,2025-07-29,104,304,904,9487,227,101
12450,2025-07-29,104,304,904,9561,372,123
12451,2025-07-29,106,306,904,21841,972,333
12452,2025-07-29,103,302,905,47035,2324,719
12453,2025-07-29,103,302,905,39522,1260,549
12454,2025-07-29,103,302,903,42955,981,617
12455,2025-07-29,103,301,904,24040,361,170
12456,2025-07-29,101,302,903,37921,1003,541
12457,2025-07-29,106,306,902,77282,2618,1764
12458,2025-07-29,104,304,904,74842,3000,1145
12459,2025-07-29,104,304,902,81420,2099,1430
12460,2025-07-29,102,306,901,56883,2014,1136
12461,2025-07-29,102,306,902,51832,1270,674
12462,2025-07-29,102,306,905,49326,1891,1294
12463,2025-07-29,101,302,903,40916,1359,654
12464,2025-07-29,101,302,905,44448,2140,657
12465,2025-07-29,102,302,905,55055,1100,420
12466,2025-07-29,102,302,901,57505,1392,909
12467,2025-07-29,105,301,905,56912,2756,1837
12468,2025-07-29,105,301,905,52927,1499,805
12469,2025-07-29,103,303,905,35509,1659,669
12470,2025-07-29,103,301,905,56493,576,225
12471,2025-07-29,105,301,901,77408,2916,1510
12472,2025-07-29,105,301,903,70613,2725,1278
12473,2025-07-30,101,306,902,35170,844,473
12474,2025-07-30,101,306,903,40678,1873,1137
12475,2025-07-30,101,306,903,38889,493,241
12476,2025-07-30,105,303,903,31635,1259,877
12477,2025-07-30,105,304,902,43744,1374,855
12478,2025-07-30,104,302,904,21676,622,260
12479,2025-07-30,104,302,903,18835,390,121
12480,2025-07-30,102,305,904,21891,384,253
12481,2025-07-30,102,305,905,22479,384,239
12482,2025-07-30,104,303,904,39309,1432,520
12483,2025-07-30,104,303,903,42359,1600,939
12484,2025-07-30,105,304,905,81288,1137,545
12485,2025-07-30,102,302,903,10114,169,102
12486,2025-07-30,102,302,903,10851,153,48
12487,2025-07-30,102,302,904,9734,368,225
12488,2025-07-30,101,306,905,79755,2201,812
12489,2025-07-30,101,306,901,72221,1236,585
12490,2025-07-30,101,306,903,72209,1660,676
12491,2025-07-30,106,305,904,56121,1033,457
12492,2025-07-30,106,305,904,55057,2217,1164
12493,2025-07-30,106,305,904,56659,2093,1214
12494,2025-07-30,105,301,901,27609,1336,929
12495,2025-07-30,105,301,903,34107,1436,998
12496,2025-07-30,105,301,904,31192,748,279
12497,2025-07-30,101,302,905,24387,824,421
12498,2025-07-30,101,302,904,20965,471,206
12499,2025-07-30,101,302,902,24811,952,451
12500,2025-07-30,101,303,903,77496,3091,1529
12501,2025-07-30,101,303,903,79593,1172,492
12502,2025-07-30,101,303,904,10688,129,81
12503,2025-07-30,101,303,904,9102,209,100
12504,2025-07-30,101,303,904,9191,365,250
12505,2025-07-30,105,303,905,11304,164,99
12506,2025-07-30,105,303,902,13282,398,200
12507,2025-07-30,105,303,905,13690,442,239
12508,2025-07-30,102,303,903,19614,301,144
12509,2025-07-30,106,301,904,29164,919,308
12510,2025-07-30,106,301,904,33606,1180,512
12511,2025-07-30,106,301,903,33818,1028,468
12512,2025-07-30,104,302,903,55062,1172,433
12513,2025-07-30,104,302,905,62956,2907,1749
12514,2025-07-30,104,302,902,56739,1846,630
12515,2025-07-30,106,306,905,55076,2603,1223
12516,2025-07-30,103,306,904,20568,938,436
12517,2025-07-30,103,306,903,18124,815,538
12518,2025-07-30,102,306,903,61235,2960,1332
12519,2025-07-30,102,304,901,77706,3641,2083
12520,2025-07-30,102,304,901,90407,2075,792
12521,2025-07-30,102,304,904,87814,2713,1465
12522,2025-07-30,102,301,902,82815,1646,1010
12523,2025-07-30,102,301,901,75993,1932,1061
12524,2025-07-30,102,301,901,75300,1505,767
12525,2025-07-30,105,302,903,11772,258,81
12526,2025-07-30,101,305,903,20976,512,349
12527,2025-07-30,101,305,905,17765,871,342
12528,2025-07-30,106,304,903,71124,3155,1297
12529,2025-07-30,106,304,901,61927,2647,1215
12530,2025-07-30,105,306,903,52210,1517,496
12531,2025-07-30,105,306,902,51203,1867,1010
12532,2025-07-30,104,304,903,70264,1588,491
12533,2025-07-30,104,306,904,52233,1860,1043
12534,2025-07-30,104,306,903,54765,1774,535
12535,2025-07-30,104,306,904,49675,2446,1104
12536,2025-07-30,103,302,905,44185,1414,559
12537,2025-07-30,103,302,904,44584,995,593
12538,2025-07-30,103,302,904,52897,1458,686
12539,2025-07-30,104,305,904,9111,175,64
12540,2025-07-30,106,304,904,44739,1830,674
12541,2025-07-30,106,304,904,48115,616,335
12542,2025-07-30,105,301,903,11839,222,148
12543,2025-07-30,105,301,904,14197,151,64
12544,2025-07-30,105,301,905,13577,468,144
12545,2025-07-30,106,304,905,87174,2205,1385
12546,2025-07-30,106,304,903,84731,1105,583
12547,2025-07-30,103,302,902,59417,1508,997
12548,2025-07-30,101,302,905,53370,1598,519
12549,2025-07-30,101,302,902,51375,1465,619
12550,2025-07-30,101,302,904,51416,2116,796
12551,2025-07-30,105,303,902,37779,960,300
12552,2025-07-30,105,303,903,40773,1860,664
12553,2025-07-30,105,303,903,42092,857,302
12554,2025-07-31,104,306,905,33698,1404,862
12555,2025-07-31,104,303,904,49158,2121,774
12556,2025-07-31,104,303,902,57393,2285,956
12557,2025-07-31,103,306,901,78024,3278,1676
12558,2025-07-31,103,306,903,75857,2605,1220
12559,2025-07-31,104,303,903,30805,540,247
12560,2025-07-31,104,303,905,34765,895,450
12561,2025-07-31,104,303,903,30451,1082,340
12562,2025-07-31,105,305,902,8769,418,193
12563,2025-07-31,106,302,901,8867,249,150
12564,2025-07-31,106,302,903,9311,446,277
12565,2025-07-31,106,305,905,8565,217,140
12566,2025-07-31,106,305,905,9552,274,173
12567,2025-07-31,103,306,904,41668,1391,486
12568,2025-07-31,103,306,904,39103,497,306
12569,2025-07-31,103,306,903,44255,911,512
12570,2025-07-31,105,303,902,63593,1382,601
12571,2025-07-31,104,303,905,39480,505,166
12572,2025-07-31,104,303,901,46590,599,270
12573,2025-07-31,104,302,901,19118,662,318
12574,2025-07-31,102,306,902,15631,484,319
12575,2025-07-31,103,303,901,46821,1724,1102
12576,2025-07-31,102,304,905,50580,1235,678
12577,2025-07-31,102,301,902,24638,729,395
12578,2025-07-31,105,303,902,43189,1063,476
12579,2025-07-31,105,303,905,40716,992,587
12580,2025-07-31,105,303,905,42447,942,447
12581,2025-07-31,105,301,904,21809,431,252
12582,2025-07-31,105,301,903,21603,407,242
12583,2025-07-31,105,301,902,20195,841,288
12584,2025-07-31,105,306,903,9197,323,176
12585,2025-07-31,105,306,901,8237,143,80
12586,2025-07-31,105,306,902,8802,163,105
12587,2025-07-31,101,303,905,78461,1386,478
12588,2025-07-31,101,303,901,84563,3571,2413
12589,2025-07-31,101,302,905,60867,1868,1140
12590,2025-07-31,101,302,902,57837,924,408
12591,2025-07-31,101,302,902,55621,2342,1103
12592,2025-07-31,101,302,903,48002,1276,827
12593,2025-08-01,104,306,902,73376,2472,1576
12594,2025-08-01,104,306,903,80263,2833,1052
12595,2025-08-01,104,306,905,81015,3396,1427
12596,2025-08-01,105,302,905,33121,769,408
12597,2025-08-01,103,301,902,62354,1239,804
12598,2025-08-01,103,301,904,57763,1176,418
12599,2025-08-01,103,301,902,54344,1541,878
12600,2025-08-01,102,305,903,53466,1495,998
12601,2025-08-01,102,305,903,63339,2110,878
12602,2025-08-01,102,305,905,63091,1722,920
12603,2025-08-01,103,304,902,77171,2189,847
12604,2025-08-01,105,304,901,28342,801,356
12605,2025-08-01,102,304,905,72986,2938,953
12606,2025-08-01,102,304,904,76041,3620,2131
12607,2025-08-01,102,304,901,80638,856,537
12608,2025-08-01,104,302,901,33371,1596,840
12609,2025-08-01,104,302,903,29053,628,277
12610,2025-08-01,106,305,901,25229,444,174
12611,2025-08-01,106,305,903,30251,772,522
12612,2025-08-01,106,305,902,30113,483,205
12613,2025-08-01,101,304,903,63681,3001,1078
12614,2025-08-01,101,304,905,64756,1908,1162
12615,2025-08-01,104,304,903,82916,1091,328
12616,2025-08-01,104,304,904,76495,2845,1364
12617,2025-08-01,105,302,901,46785,1155,447
12618,2025-08-01,105,302,903,44073,1517,703
12619,2025-08-01,105,302,905,41130,947,421
12620,2025-08-01,105,305,901,63296,1181,763
12621,2025-08-01,105,305,905,58727,1800,697
12622,2025-08-01,101,305,902,52272,2314,1511
12623,2025-08-01,101,305,905,55521,1978,922
12624,2025-08-01,103,302,904,49327,1380,472
12625,2025-08-01,103,305,903,56330,2815,1611
12626,2025-08-01,103,305,903,53225,1067,620
12627,2025-08-01,102,303,905,16833,304,97
12628,2025-08-01,102,303,901,17849,323,157
12629,2025-08-01,101,306,902,34688,1632,622
12630,2025-08-01,103,306,902,70166,2424,832
12631,2025-08-01,102,303,905,65518,1613,1020
12632,2025-08-01,102,303,904,68787,1578,599
12633,2025-08-01,101,303,902,17785,240,156
12634,2025-08-01,101,303,902,18589,341,218
12635,2025-08-01,101,304,904,26287,1063,558
12636,2025-08-01,101,304,905,29199,632,382
12637,2025-08-01,103,306,901,86480,4213,1277
12638,2025-08-01,103,306,904,86106,3482,1573
12639,2025-08-01,106,301,904,17644,774,374
12640,2025-08-01,106,301,905,18535,487,237
12641,2025-08-01,106,301,901,19490,604,260
12642,2025-08-01,101,304,905,52700,2065,1403
12643,2025-08-01,105,306,904,64567,1574,815
12644,2025-08-01,105,306,901,71432,2131,1184
12645,2025-08-01,105,306,903,61440,879,315
12646,2025-08-01,105,301,902,18619,565,239
12647,2025-08-01,105,301,902,19384,312,167
12648,2025-08-01,105,301,903,16581,436,183
12649,2025-08-01,104,304,902,24395,355,194
12650,2025-08-01,104,304,903,21536,903,399
12651,2025-08-01,101,306,904,70198,788,309
12652,2025-08-01,101,306,902,70268,1451,817
12653,2025-08-01,101,306,903,59767,2839,890
12654,2025-08-01,102,302,904,65191,2946,1631
12655,2025-08-01,102,302,902,65056,3021,1887
12656,2025-08-01,102,302,904,63935,3131,1795
12657,2025-08-01,101,306,905,33063,613,337
12658,2025-08-01,101,306,904,35935,1765,1137
12659,2025-08-02,106,305,904,65066,3075,1608
12660,2025-08-02,106,305,901,62712,995,453
12661,2025-08-02,106,305,903,65894,1271,726
12662,2025-08-02,101,306,902,27736,352,120
12663,2025-08-02,103,304,905,81428,2425,1127
12664,2025-08-02,103,304,901,84349,3022,1956
12665,2025-08-02,103,304,903,81696,1389,427
12666,2025-08-02,104,306,904,31128,352,131
12667,2025-08-02,106,301,905,27450,997,626
12668,2025-08-02,106,301,903,27133,1101,623
12669,2025-08-02,101,301,905,45402,1606,828
12670,2025-08-02,102,305,902,15687,556,283
12671,2025-08-02,102,305,905,15318,456,136
12672,2025-08-02,106,302,904,22769,762,495
12673,2025-08-02,104,301,904,26133,300,94
12674,2025-08-02,101,305,902,20995,861,460
12675,2025-08-02,101,305,905,23806,876,274
12676,2025-08-02,102,301,901,57539,1041,458
12677,2025-08-02,102,301,904,55942,1249,464
12678,2025-08-02,102,301,902,52969,636,195
12679,2025-08-02,103,303,902,59875,1226,495
12680,2025-08-02,103,303,903,65610,929,288
12681,2025-08-02,103,303,903,55748,904,462
12682,2025-08-02,103,305,903,43494,468,205
12683,2025-08-02,103,305,903,44554,2165,756
12684,2025-08-02,103,305,901,75635,1855,1280
12685,2025-08-02,103,305,901,87795,4378,2948
12686,2025-08-02,104,306,903,33120,1527,771
12687,2025-08-02,104,306,905,34048,1459,772
12688,2025-08-02,106,303,903,72265,3189,1324
12689,2025-08-02,106,303,905,68535,2618,1733
12690,2025-08-02,103,306,904,8605,227,106
12691,2025-08-02,103,306,903,52831,1401,791
12692,2025-08-02,103,306,904,59377,864,353
12693,2025-08-02,103,302,904,90130,1996,1089
12694,2025-08-02,106,301,902,55866,1141,637
12695,2025-08-02,106,301,903,51463,700,369
12696,2025-08-02,106,301,902,57559,2586,1139
12697,2025-08-02,102,301,904,35004,1106,526
12698,2025-08-02,102,301,901,36750,1707,1099
12699,2025-08-02,105,304,905,80029,831,304
12700,2025-08-02,105,304,905,84538,3040,941
12701,2025-08-02,102,304,902,14611,513,318
12702,2025-08-02,102,304,901,13696,503,307
12703,2025-08-02,103,304,901,18646,917,358
12704,2025-08-02,103,304,904,17919,676,351
12705,2025-08-02,103,304,904,21272,492,202
12706,2025-08-02,105,302,902,29024,526,286
12707,2025-08-02,105,302,901,29139,889,488
12708,2025-08-02,104,304,901,34963,1439,976
12709,2025-08-02,101,306,904,52004,2073,647
12710,2025-08-02,106,303,905,59200,1894,1066
12711,2025-08-02,106,303,904,55861,2345,1174
12712,2025-08-02,103,301,905,13673,449,142
12713,2025-08-02,103,301,901,14542,241,110
12714,2025-08-02,106,301,905,44838,1293,857
12715,2025-08-02,106,301,902,45995,734,413
12716,2025-08-02,106,301,903,50492,2204,1478
12717,2025-08-02,101,305,902,14628,366,185
12718,2025-08-02,106,304,905,86706,2820,895
12719,2025-08-02,106,304,901,80868,903,275
12720,2025-08-02,106,304,904,81991,2179,1419
12721,2025-08-02,101,306,904,25472,918,306
12722,2025-08-02,106,306,905,76402,3073,1569
12723,2025-08-02,106,302,901,21735,386,236
12724,2025-08-02,106,302,904,21302,521,234
12725,2025-08-02,106,303,901,23512,237,105
12726,2025-08-02,106,303,905,24929,872,278
12727,2025-08-02,106,303,902,24899,433,138
12728,2025-08-03,104,304,901,40178,702,344
12729,2025-08-03,104,305,905,15038,436,171
12730,2025-08-03,104,305,903,13940,609,395
12731,2025-08-03,105,302,904,51560,797,349
12732,2025-08-03,102,301,905,42146,1146,400
12733,2025-08-03,102,301,905,46353,768,441
12734,2025-08-03,102,301,904,49490,2065,629
12735,2025-08-03,104,302,903,33857,909,381
12736,2025-08-03,104,302,903,38111,1497,495
12737,2025-08-03,104,302,905,34680,795,477
12738,2025-08-03,106,306,904,66225,1782,883
12739,2025-08-03,104,304,905,63050,3101,1808
12740,2025-08-03,104,304,904,66980,1804,953
12741,2025-08-03,101,302,902,54401,2404,1376
12742,2025-08-03,101,302,904,50444,599,264
12743,2025-08-03,101,302,905,53394,1592,598
12744,2025-08-03,104,304,901,20105,694,281
12745,2025-08-03,104,304,902,19880,350,142
12746,2025-08-03,101,304,905,85991,3585,1770
12747,2025-08-03,101,304,903,84259,1344,721
12748,2025-08-03,105,305,905,24176,1114,654
12749,2025-08-03,105,305,903,28749,685,290
12750,2025-08-03,104,301,905,34726,1668,998
12751,2025-08-03,104,301,903,32329,527,252
12752,2025-08-03,103,305,904,29629,694,401
12753,2025-08-03,102,303,901,26182,577,187
12754,2025-08-03,102,303,905,88496,1511,726
12755,2025-08-03,102,303,902,91673,2890,1613
12756,2025-08-03,105,306,901,40778,1865,1043
12757,2025-08-03,105,306,901,36432,963,337
12758,2025-08-03,105,301,901,21502,657,202
12759,2025-08-03,105,301,902,23858,1185,596
12760,2025-08-03,105,301,902,20159,725,369
12761,2025-08-03,104,301,904,86083,3297,1028
12762,2025-08-03,106,301,902,57878,920,415
12763,2025-08-03,106,301,904,62510,1133,514
12764,2025-08-03,103,305,905,46610,998,434
12765,2025-08-03,105,302,902,76908,3499,1891
12766,2025-08-03,105,302,903,82910,1608,1073
12767,2025-08-03,105,302,903,79410,2476,1070
12768,2025-08-03,103,301,901,59495,2624,1139
12769,2025-08-03,103,301,905,60350,1780,874
12770,2025-08-03,103,301,902,69422,2512,1452
12771,2025-08-03,102,306,904,39528,1147,691
12772,2025-08-03,105,301,903,69181,2698,1501
12773,2025-08-03,101,303,903,24251,359,130
12774,2025-08-03,101,303,901,25323,795,459
12775,2025-08-03,101,304,901,15715,396,258
12776,2025-08-03,101,304,901,16506,340,231
12777,2025-08-03,101,304,905,15117,484,169
12778,2025-08-03,104,303,905,25983,343,172
12779,2025-08-03,103,306,901,65379,1917,1160
12780,2025-08-03,103,306,904,61615,2577,1414
12781,2025-08-03,102,305,904,44404,1113,418
12782,2025-08-03,103,303,901,71313,3351,1660
12783,2025-08-03,103,303,905,81795,1383,965
12784,2025-08-03,103,303,905,77222,1227,651
12785,2025-08-04,104,303,901,27158,871,572
12786,2025-08-04,104,303,901,31526,1002,314
12787,2025-08-04,101,302,904,65612,982,627
12788,2025-08-04,101,302,903,65554,2428,949
12789,2025-08-04,105,301,902,85620,1908,892
12790,2025-08-04,105,301,902,90621,922,371
12791,2025-08-04,101,305,903,22715,532,172
12792,2025-08-04,101,305,902,24448,275,190
12793,2025-08-04,101,305,905,26070,887,573
12794,2025-08-04,103,305,902,42913,1461,778
12795,2025-08-04,101,302,905,46653,1914,1077
12796,2025-08-04,101,302,901,44736,1431,468
12797,2025-08-04,105,306,902,27763,598,240
12798,2025-08-04,101,305,901,41762,1380,527
12799,2025-08-04,101,305,903,41139,1390,645
12800,2025-08-04,102,304,902,44729,1402,718
12801,2025-08-04,104,303,901,18460,463,265
12802,2025-08-04,104,303,904,19991,681,315
12803,2025-08-04,106,302,901,74025,783,312
12804,2025-08-04,101,303,903,10081,237,75
12805,2025-08-04,105,303,903,18453,225,147
12806,2025-08-04,102,301,905,90173,3831,2244
12807,2025-08-04,102,301,902,78919,2993,1273
12808,2025-08-04,102,301,902,92012,1378,862
12809,2025-08-04,102,301,901,50935,683,457
12810,2025-08-04,102,301,903,49574,2408,1415
12811,2025-08-04,102,301,904,54486,949,378
12812,2025-08-04,102,302,903,33095,354,213
12813,2025-08-04,102,302,905,71036,3506,1950
12814,2025-08-04,102,302,904,73635,1462,721
12815,2025-08-04,102,302,903,63450,1466,459
12816,2025-08-04,102,301,905,20373,323,147
12817,2025-08-04,101,305,903,50274,1998,663
12818,2025-08-04,106,306,902,69957,3106,1347
12819,2025-08-04,106,306,905,77428,3061,1606
12820,2025-08-04,106,306,901,73011,2388,802
12821,2025-08-04,102,303,903,29835,1376,654
12822,2025-08-04,102,303,905,30893,1447,921
12823,2025-08-04,102,303,903,34751,505,269
12824,2025-08-04,106,302,904,33545,524,351
12825,2025-08-04,101,305,904,72357,3611,1447
12826,2025-08-04,101,305,901,63591,1150,444
12827,2025-08-04,103,301,904,48777,2407,963
12828,2025-08-04,103,301,905,66836,1155,477
12829,2025-08-04,102,302,905,46015,760,328
12830,2025-08-04,104,303,905,85036,2622,1102
12831,2025-08-04,101,302,903,72315,1249,644
12832,2025-08-04,103,301,902,57728,1323,859
12833,2025-08-04,103,301,904,53852,1859,983
12834,2025-08-04,101,305,905,13142,376,149
12835,2025-08-04,105,306,904,86820,960,661
12836,2025-08-04,105,306,903,72336,1816,732
12837,2025-08-04,105,306,904,84570,4060,1670
12838,2025-08-04,104,304,903,77462,1039,647
12839,2025-08-04,103,305,903,81728,2956,2065
12840,2025-08-04,106,303,905,10963,425,131
12841,2025-08-04,106,303,904,11340,141,44
12842,2025-08-04,106,303,903,67001,2352,1206
12843,2025-08-04,106,303,904,60938,928,324
12844,2025-08-04,102,301,903,90502,3381,1656
12845,2025-08-04,102,301,904,74122,1447,1000
12846,2025-08-04,104,304,905,33303,686,406
12847,2025-08-04,104,304,903,37558,475,203
12848,2025-08-05,105,301,905,59669,1370,833
12849,2025-08-05,105,301,901,64861,2211,1131
12850,2025-08-05,106,303,901,35474,1028,473
12851,2025-08-05,106,303,905,38078,1578,580
12852,2025-08-05,106,303,902,34152,1200,457
12853,2025-08-05,105,306,901,65060,2067,1298
12854,2025-08-05,105,306,902,71478,3160,1084
12855,2025-08-05,105,306,903,61738,2667,1795
12856,2025-08-05,104,305,901,31774,1340,713
12857,2025-08-05,104,305,903,32518,1165,529
12858,2025-08-05,104,305,904,32891,867,379
12859,2025-08-05,101,301,901,53253,1726,841
12860,2025-08-05,106,304,904,19079,248,93
12861,2025-08-05,105,301,903,39161,1530,556
12862,2025-08-05,105,301,905,36238,502,187
12863,2025-08-05,105,301,904,36923,520,306
12864,2025-08-05,103,306,902,90898,3757,1675
12865,2025-08-05,106,305,901,54472,1863,891
12866,2025-08-05,104,305,901,56444,2713,1304
12867,2025-08-05,104,305,905,53233,1238,647
12868,2025-08-05,104,305,902,45479,876,304
12869,2025-08-05,104,301,902,72719,2639,1126
12870,2025-08-05,104,301,902,76974,1110,717
12871,2025-08-05,106,302,905,52984,1736,847
12872,2025-08-05,104,302,905,62650,993,319
12873,2025-08-05,104,302,902,60454,1937,588
12874,2025-08-05,106,306,903,39413,1514,769
12875,2025-08-05,106,306,901,38672,1651,776
12876,2025-08-05,103,302,904,46943,2258,915
12877,2025-08-05,101,302,903,34426,1197,676
12878,2025-08-05,105,303,902,64412,2302,1342
12879,2025-08-05,105,303,903,75972,2086,1333
12880,2025-08-05,103,301,904,47131,2022,785
12881,2025-08-05,103,301,901,51482,1275,771
12882,2025-08-05,106,306,903,76485,2642,1677
12883,2025-08-05,106,306,901,78250,3809,1762
12884,2025-08-05,106,306,904,74249,1849,738
12885,2025-08-05,102,303,901,65450,1212,635
12886,2025-08-05,102,303,901,63662,1472,699
12887,2025-08-05,104,301,902,64231,2814,1599
12888,2025-08-05,104,301,901,74032,2790,1934
12889,2025-08-05,104,301,901,70962,1328,578
12890,2025-08-05,101,303,904,31969,349,166
12891,2025-08-05,101,306,903,36402,602,263
12892,2025-08-05,104,303,903,60538,1387,575
12893,2025-08-05,104,303,904,54774,1414,433
12894,2025-08-05,104,303,903,57057,2139,970
12895,2025-08-05,104,303,905,33515,1527,487
12896,2025-08-05,104,303,901,35358,1241,819
12897,2025-08-05,104,303,903,36440,1533,1008
12898,2025-08-05,101,302,901,70373,788,420
12899,2025-08-05,101,304,904,37468,723,500
12900,2025-08-05,101,304,903,35687,1066,358
12901,2025-08-05,101,304,904,33296,1628,992
12902,2025-08-05,104,305,902,20523,617,333
12903,2025-08-05,104,305,904,23244,395,140
12904,2025-08-05,104,305,903,24166,401,185
12905,2025-08-06,104,304,903,55851,625,220
12906,2025-08-06,104,304,904,55866,2384,1037
12907,2025-08-06,104,302,901,74303,3445,1355
12908,2025-08-06,104,302,902,69141,2263,802
12909,2025-08-06,105,306,903,88095,4046,2443
12910,2025-08-06,105,306,905,81318,851,584
12911,2025-08-06,105,306,905,80726,1876,778
12912,2025-08-06,105,304,902,78811,2693,1558
12913,2025-08-06,105,304,901,77184,3658,2016
12914,2025-08-06,105,304,903,92622,3303,2171
12915,2025-08-06,106,302,903,41353,869,510
12916,2025-08-06,103,306,905,29171,777,458
12917,2025-08-06,103,306,903,28914,1033,312
12918,2025-08-06,103,306,903,32963,474,309
12919,2025-08-06,105,304,903,67875,2094,863
12920,2025-08-06,103,304,905,47367,2021,784
12921,2025-08-06,103,304,901,41960,1431,900
12922,2025-08-06,103,304,901,41657,1088,587
12923,2025-08-06,102,306,905,87560,3348,1954
12924,2025-08-06,102,306,901,88383,2140,1342
12925,2025-08-06,102,306,901,91388,1831,555
12926,2025-08-06,105,303,903,83612,4125,1643
12927,2025-08-06,104,303,905,10879,132,43
12928,2025-08-06,104,303,902,9382,360,168
12929,2025-08-06,104,303,904,9321,122,65
12930,2025-08-06,105,303,905,17319,399,275
12931,2025-08-06,105,303,903,18789,244,144
12932,2025-08-06,105,303,903,16561,330,135
12933,2025-08-06,104,306,904,21112,1043,553
12934,2025-08-06,104,306,905,22770,257,152
12935,2025-08-06,104,306,902,18947,772,363
12936,2025-08-06,102,302,903,11656,346,177
12937,2025-08-06,102,302,902,13203,203,81
12938,2025-08-06,102,302,905,10845,406,122
12939,2025-08-06,103,304,901,76528,1481,1029
12940,2025-08-06,103,304,905,67670,2555,889
12941,2025-08-06,102,304,903,38900,1400,946
12942,2025-08-06,102,304,903,39265,1589,512
12943,2025-08-06,102,304,905,42074,2082,882
12944,2025-08-06,101,305,903,13028,578,273
12945,2025-08-06,101,305,902,12903,357,186
12946,2025-08-06,101,305,905,13482,403,254
12947,2025-08-06,101,306,901,83049,1091,488
12948,2025-08-06,101,306,904,71003,1288,391
12949,2025-08-06,101,306,901,84828,1892,717
12950,2025-08-06,103,306,905,56668,1819,942
12951,2025-08-06,103,306,901,58894,1014,506
12952,2025-08-06,102,304,902,21225,817,499
12953,2025-08-06,101,303,901,53394,989,543
12954,2025-08-06,101,303,901,52791,1364,505
12955,2025-08-06,101,303,905,64717,2171,1193
12956,2025-08-06,101,304,901,34834,1590,781
12957,2025-08-06,104,304,902,34207,1000,364
12958,2025-08-06,104,304,905,34563,1526,505
12959,2025-08-06,104,304,902,39599,1017,384
12960,2025-08-06,101,305,902,24358,450,256
12961,2025-08-06,101,305,904,23992,431,274
12962,2025-08-06,103,304,905,67006,3186,2156
12963,2025-08-06,103,304,901,59672,2217,1111
12964,2025-08-06,104,301,905,63114,1665,1165
12965,2025-08-06,104,301,901,61873,2813,1798
12966,2025-08-06,103,301,901,65508,686,387
12967,2025-08-06,105,305,902,24070,372,177
12968,2025-08-06,105,305,901,25493,363,110
12969,2025-08-06,105,305,901,26236,408,150
12970,2025-08-06,103,305,903,29880,933,626
12971,2025-08-06,105,304,901,9917,474,198
12972,2025-08-06,105,304,903,9789,178,122
12973,2025-08-06,105,304,903,9075,101,65
12974,2025-08-06,102,303,902,47233,1780,624
12975,2025-08-06,102,303,904,56194,646,411
12976,2025-08-06,104,304,904,52052,1812,990
12977,2025-08-06,104,304,904,50518,658,363
12978,2025-08-06,104,304,903,51883,619,196
12979,2025-08-06,105,303,903,45592,566,337
12980,2025-08-06,105,303,903,45098,1269,784
12981,2025-08-06,105,306,903,30053,426,281
12982,2025-08-06,105,306,901,31627,829,561
12983,2025-08-06,105,306,904,31650,1481,1004
12984,2025-08-06,104,301,901,62291,1737,869
12985,2025-08-06,104,301,904,66093,2699,1768
12986,2025-08-06,104,301,904,64942,2332,1394
12987,2025-08-06,104,305,902,38630,832,298
12988,2025-08-06,104,305,905,34694,802,440
12989,2025-08-06,105,304,901,56926,2834,1235
12990,2025-08-06,105,304,901,49439,1249,660
12991,2025-08-06,105,304,903,56803,954,463
12992,2025-08-06,103,303,904,54964,1726,999
12993,2025-08-06,103,303,904,56104,1625,1128
12994,2025-08-07,105,306,902,11826,200,101
12995,2025-08-07,106,306,905,36260,521,312
12996,2025-08-07,106,306,905,38863,1214,567
12997,2025-08-07,106,306,903,42993,1752,573
12998,2025-08-07,101,302,903,29884,1115,606
12999,2025-08-07,101,302,904,25119,591,389
13000,2025-08-07,104,303,904,69714,2786,880
13001,2025-08-07,101,306,903,29022,668,218
